DT,Measurement
2022-12-28 10:00:00,7.201463333333334
2022-12-28 11:00:00,7.648745000000001
2022-12-28 12:00:00,7.613583333333334
2022-12-28 13:00:00,7.469709166666666
2022-12-28 14:00:00,7.3193408333333325
2022-12-28 15:00:00,6.850736666666666
2022-12-28 16:00:00,6.657995
2022-12-28 17:00:00,6.551641666666667
2022-12-28 18:00:00,6.782445833333333
2022-12-28 19:00:00,6.914265
2022-12-28 20:00:00,6.901684166666667
2022-12-28 21:00:00,6.749341666666667
2022-12-28 22:00:00,6.245081666666667
2022-12-28 23:00:00,5.719071666666666
2022-12-29 00:00:00,6.327109166666667
2022-12-29 01:00:00,5.616735833333333
2022-12-29 02:00:00,4.3146225
2022-12-29 03:00:00,3.912085
2022-12-29 04:00:00,3.5544583333333337
2022-12-29 05:00:00,3.500476470588235
2022-12-29 06:00:00,3.8517783333333333
2022-12-29 07:00:00,4.5387949999999995
2022-12-29 08:00:00,4.806451666666666
2022-12-29 09:00:00,6.097641666666666
2022-12-29 10:00:00,7.054060833333334
2022-12-29 11:00:00,7.487234166666667
2022-12-29 12:00:00,7.719373333333333
2022-12-29 13:00:00,7.418333333333334
2022-12-29 14:00:00,7.2589525
2022-12-29 15:00:00,6.9978825
2022-12-29 16:00:00,6.76271
2022-12-29 17:00:00,6.5317066666666665
2022-12-29 18:00:00,6.601905833333333
2022-12-29 19:00:00,6.688648333333333
2022-12-29 20:00:00,6.742686666666667
2022-12-29 21:00:00,6.620995
2022-12-29 22:00:00,7.1000266666666665
2022-12-29 23:00:00,6.5447425
2022-12-30 00:00:00,6.388130833333333
2022-12-30 01:00:00,5.510385833333333
2022-12-30 02:00:00,4.405046666666666
2022-12-30 03:00:00,3.6964933333333336
2022-12-30 04:00:00,3.3636133333333333
2022-12-30 05:00:00,3.2478041666666666
2022-12-30 06:00:00,3.7162558333333333
2022-12-30 07:00:00,4.369870833333334
2022-12-30 08:00:00,4.775074166666667
2022-12-30 09:00:00,5.911449166666667
2022-12-30 10:00:00,7.029005833333333
2022-12-30 11:00:00,7.717555
2022-12-30 12:00:00,7.927188235294118
2022-12-30 13:00:00,7.8678
2022-12-30 14:00:00,7.5380125
2022-12-30 15:00:00,7.397054166666666
2022-12-30 16:00:00,6.9777175
2022-12-30 17:00:00,6.793714166666666
2022-12-30 18:00:00,6.739199999999999
2022-12-30 19:00:00,6.738452499999999
2022-12-30 20:00:00,6.5781475
2022-12-30 21:00:00,6.591513333333333
2022-12-30 22:00:00,6.785699166666666
2022-12-30 23:00:00,6.3961741666666665
